,Unnamed: 0,CEO,Ticker,Sector,Quarter,Year,Date,OtherExecScore,Analyst_Word_Count,Analyst_Sent_Count,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law,CEOScore_sqrt,CEO_Word_Count_sqrt,CEO_Sent_Count_sqrt,OtherExec_Sent_Count_sqrt,CEO_Pos_Fin_sqrt,AnalystScore_pwr,OtherExec_Word_Count_pwr
1023,1086,Joel Marcus,ARE,Real Estate,Q1,2012,5/2/2012 15:00,1.109,1,1,4,3,2.5,1.821410466,1.627293953,1.606382244,1.741618725,1.526197409,0.988664158,0.493524851,0.892689849,0.494182754,0.851673239,7/31/2012 22:04,90,-0.01003963,-0.009379128,-0.068031704,-0.030383091,0.175522,111061000,0.228048,6228489000,0.0819,559331000,-448270000,-24482000,2789487000,111061000,171774000,282835000,-20078000,,,,2789487000,2622487000,2672323000,6228489000,48.7706,48.7706,3596773139,6708328139,1.199,1.199,7.3854,37.4758,0.040187,0.026684,1.077,13.7746,23.7182,60.4022,60.4022,26.6017,NA,0.341048,0.556217,0.556217,-0.051231,-0.263889,0.145249,NA,0.098662,0.02873,0.013444,-0.052946,-0.052946,0.001108,-0.080925,0.021125,0.145171,0.002629,,0.58076,,0.228048,0.278318,,0.32243,,0.771952,1.220437,1,0,0.0767,,,0.0839,,,,,,0.8478,1.9727,1.9727,0.7626,0.8111,0.018669,-0.008969,0.027639,0.023433,0.042103,-0.075354,0.017488,0.021343,0.136088,0.036373,1.047431,1.047431,NA,0.026812,0.421047,0.447859,0.06101,0.00951,0.481621,9.8626,9.4483,9.2721,25.1167,24.0618,23.613,,2.4375,2.4375,2.8782,2.8782,5.5347,5.9754,-9.8385,,,,,,80971800,0.166264,0.228048,61507807,1.59,61507807,1.59,61507807,1.59,0.04,,0.04,0.08,0,-0.03,,0.1,-0.01,-0.26,0,0.380788655,71.22499561,15.16575089,9.888194417,4,1,80.17931012
1024,1087,Joel Marcus,ARE,Real Estate,Q2,2012,7/31/2012 22:04,1.108,1,1,8,1.428571429,2.176470588,1.816128297,1.614389661,1.563655729,1.720698856,1.504595615,0.98271998,0.384797342,0.611592908,0.294320019,0.745512363,10/29/2012 20:10,89,-0.015293003,-0.008661524,0.009879551,-0.012586277,0.101876,98015000,0.200881,6455345000,0.0783,446159000,-348144000,-28858000,2998760000,98015000,184542000,282557000,-21983000,,,,2998760000,2619760000,2875926000,6455345000,49.6956,49.6956,3555558248,6871548248,1.1787,1.1787,7.2871,40.5858,0.041143,0.024639,1.0645,14.0832,24.3192,70.1071,70.1071,24.5186,NA,0.069117,-0.165858,-0.165858,-0.330121,-0.527869,0.326544,NA,0.074246,0.001883,-0.000983,-0.117467,-0.117467,-0.063965,-0.09434,0.111358,0.223361,0.036422,,0.579099,,0.200881,0.260026,,0.324913,,0.799119,1.294424,1,0,0.074,,,0.0809,,,,,,0.8032,1.9074,1.9074,0.7579,0.8675,0.015727,-0.010395,0.026122,0.020982,0.036709,-0.055862,0.014868,0.019245,0.126869,0.032051,1.161886,1.161886,NA,0.058711,0.405828,0.464539,0.058866,0.009305,0.46729,10.6129,10.1782,9.2716,30.5949,29.3417,26.7282,,2.0891,2.0891,2.5576,2.5576,5.9734,6.4419,-7.4203,,,,,,72087400,0.147743,0.200881,60700000,1.44,60700000,1.44,60700000,1.44,0.04,-0.03,-0.02,-0.02,,-0.16,0.04,-0.45,-0.71,,0,0.363318042,81.59044062,17.3781472,9.774964387,4.16227766,1,87.56613819
1025,1088,Joel Marcus,ARE,Real Estate,Q3,2012,10/29/2012 20:10,1.124,1438,65,4,0.666666667,1.8,1.813355289,1.640096706,1.565533103,1.738144,1.495531137,0.978649401,0.60189882,0.627615488,0.45938364,0.691334258,2/7/2013 22:09,101,-0.0079738,-0.027908301,-0.007119465,0.024633348,0.059573,89372000,0.182428,6548764000,0.0775,458539000,-369167000,-22811000,3032144000,89372000,192575000,281947000,-38918000,,,,3032144000,2619144000,2892377000,6548764000,49.1356,49.1356,3734044600,7067151600,1.214,1.214,7.622,50.7412,0.041744,0.019708,1.0792,14.4256,25.0655,79.0757,79.0757,23.9989,NA,0.03116,-0.246861,-0.246861,-0.415503,-0.596667,0.204281,NA,0.075291,0.004052,-0.002159,-0.08818,-0.08818,-0.115785,-0.159722,0.050735,-0.060386,0.014472,,0.575517,,0.182428,0.228991,,0.330427,,0.817572,1.255237,1,0,0.073,,,0.0801,,,,,,0.8192,1.9317,1.9317,0.7448,0.8622,0.014142,-0.008016,0.022158,0.018152,0.032295,-0.058417,0.013319,0.016718,0.126338,0.028215,1.350909,1.350909,NA,0.063065,0.399945,0.46301,0.058026,0.009274,0.46969,10.7543,10.2586,9.2895,33.9272,32.3633,29.3061,,1.7969,1.7969,2.5794,2.5794,5.9207,6.7032,-7.4224,,,,,,64117900,0.130879,0.182428,62600000,1.21,62600000,1.21,62364000,1.21,0.08,0.03,0.04,,,0.07,0.11,0.23,,,0,0.430116263,64.18722614,12.80624847,5.69041576,2.414213562,1.038409572,48.2249056
1026,1089,Joel Marcus,ARE,Real Estate,Q4,2012,2/7/2013 22:09,1.104,84,6,5,1,2,1.812635335,1.640998597,1.564514707,1.731442712,1.522946314,0.977468759,0.609341045,0.618949346,0.393367365,0.837924669,7/30/2013 21:26,172,-0.001375138,-0.015951595,-0.015264026,-0.025165017,0.067397,94848000,0.187701,6685007000,0.0784,472850000,-378002000,-10680000,3181949000,94848000,199148000,293996000,-36179000,,,,3181949000,2615949000,3001031000,6685007000,49.3847,49.3847,3515532069,6957770069,1.1482,1.1482,6.9571,51.9818,0.045501,0.019237,1.0408,13.7692,23.6662,73.3571,73.3571,22.7726,NA,0.053436,-0.1912,-0.1912,-0.22058,-0.369942,0.237176,0.279168,0.076117,0.031457,0.042735,0.061272,0.061272,-0.059323,-0.099174,0.037541,-0.023932,0.020804,,0.58181,,0.187701,0.208837,,0.341879,,0.812299,1.112601,1,0,0.0736,,,0.0813,,,,,,0.8595,1.9787,1.9787,0.7468,0.9083,0.014708,-0.003583,0.018292,0.015721,0.030429,-0.058618,0.013822,0.015378,0.126794,0.026571,1.474168,1.474168,NA,0.084667,0.391316,0.475983,0.056844,0.009156,0.458018,10.8231,10.2077,8.8979,33.5479,31.6404,27.5804,,1.371,1.371,1.8939,1.8939,4.4162,4.9392,-5.4637,,,,,,69386100,0.137313,0.187701,62000000,1.09,62000000,1.09,62160000,1.09,-0.03,,-0.03,-0.03,-0.02,0.35,,0.38,0.27,0.1,0,0.366060104,61.0900974,12.92284798,13.4498996,3,1.027977681,137.0533087
1028,1091,Joel Marcus,ARE,Real Estate,Q3,2013,10/29/2013 22:02,1.136,1798,117,4,1.666666667,2.25,1.814469151,1.648490852,1.550609067,1.737571091,1.508663419,0.980372742,0.669393532,0.496450112,0.453668642,0.768097101,2/4/2014 20:59,97,-0.000750075,-0.020852085,-0.072307231,-0.03390339,0.078444,119365000,0.225928,6851817000,0.0789,303053000,-183688000,-5469000,2870843000,119365000,197713000,317078000,-101815000,,,,2870843000,2856843000,2786350000,6851817000,50.4135,50.4135,3773926300,7002222300,1.0664,1.0664,7.1431,40.3611,0.046317,0.024776,1.022,13.2535,22.0836,58.6623,58.6623,22.2704,NA,0.124601,0.335597,0.335597,0.112771,0.173554,0.067716,0.502426,0.046276,0.032007,0.035678,0.091387,0.091387,0.127821,0.145161,0.02702,0.534004,-0.015388,,0.600149,,0.225928,0.236279,,0.350433,,0.774072,1.045817,1,0,0.0738,,,0.0818,,,,,,0.7873,1.9104,1.9104,0.7176,0.7211,0.017815,-0.001853,0.019668,0.015485,0.0333,-0.027415,0.016667,0.017431,0.117728,0.029379,1.444422,1.444422,NA,0.002043,0.416947,0.41899,0.05546,0.009041,0.516509,9.0541,8.7876,9.0099,24.051,23.3431,23.9337,,1.4153,1.4153,2.6225,2.6225,3.728,4.9352,-2.178,,,,,,86384900,0.163505,0.225928,70200000,1.42,70200000,1.42,70900000,1.42,0,0.01,-0.01,-0.02,,-0.11,-0.25,-0.07,0.03,,0,0.414728827,67.31270311,14.76482306,9.831760866,3.236067977,1.037525424,79.10060244
1029,1092,Joel S. Marcus,ARE,Real Estate,Q4,2013,2/4/2014 20:59,1.148,1,1,3,3.5,2.555555556,1.810298618,1.650973004,1.576684872,1.751007453,1.508892126,0.97325111,0.688448569,0.71750719,0.587681571,0.769332878,5/6/2014 15:00,90,0,0.013099815,0.024348569,0.037021216,0.114555,134525000,0.238859,7040002000,0.0821,354995000,-220470000,-5724000,3061061000,134525000,197927000,332452000,-153968000,,,,3061061000,2857061000,2975656000,7040002000,52.0116,52.0116,3681449937,7099257937,1.0409,1.0409,6.5367,33.8521,0.048209,0.02954,1.0084,12.6052,21.3542,52.7728,52.7728,22.7011,NA,0.130805,0.418322,0.418322,0.329022,0.46789,0.023546,0.416749,0.053103,0.065994,0.048486,0.127005,0.127005,0.123484,0.126761,-0.005381,-0.200242,0.027465,,0.590292,,0.238859,0.249022,,0.335652,,0.761141,1.04255,1,0,0.0767,,,0.0853,,,,,,0.8344,1.962,1.962,0.718,0.7693,0.019603,-0.001834,0.021437,0.017887,0.03749,-0.032127,0.018328,0.019108,0.118065,0.033064,1.390106,1.390106,NA,0.028977,0.405832,0.43481,0.053977,0.008828,0.502385,9.2075,8.9506,8.5939,22.7546,22.1197,21.2381,,1.9797,1.9797,4.2455,4.2455,4.6022,6.868,-3.2445,,,,,,95561900,0.169677,0.238859,68000000,1.6,68000000,1.6,68038000,1.6,-0.01,-0.02,-0.01,-0.01,,-0.37,-0.24,-0.03,-0.01,,0,0.378153408,59.11852502,12.68857754,11.53565375,3.645751311,1,113.2235811
1030,1093,Joel Marcus,ARE,Real Estate,Q1,2014,5/6/2014 15:00,1.141,2441,111,3,1.5,2.2,1.797931404,1.666035834,1.595617489,1.765385984,1.527394574,0.9386476,0.792295274,0.841278413,0.720143447,0.856533442,11/3/2014 17:39,181,-0.00160235,0.001468821,0.033115236,0.039791694,0.172494,146036000,0.248277,7256286000,0.0844,576475000,-430439000,-4725000,3251781000,146036000,201632000,347668000,-73765000,,,,3251781000,2745781000,3146357000,7256286000,49.8275,49.8275,4433302315,8041428315,1.2514,1.2514,7.5371,37.249,0.043462,0.026846,1.1082,13.6713,23.1296,55.0647,55.0647,23.7389,NA,0.15747,0.490437,0.490437,0.463841,0.478261,0.117642,-0.218201,0.086301,0.044389,0.045769,0.085568,0.085568,0.074952,0.0625,0.083197,-0.95237,0.030722,,0.591072,,0.248277,0.25631,,0.333833,,0.751723,1.032355,1,0,0.0792,,,0.0884,,,,,,0.8582,1.9797,1.9797,0.6857,0.812,0.020958,-0.001468,0.022426,0.019246,0.040204,-0.061773,0.019672,0.020309,0.120463,0.035361,1.379588,1.379588,NA,0.069733,0.3784,0.448133,0.052368,0.011269,0.48823,9.3531,9.0499,7.8977,22.267,21.5451,18.8021,,2.1148,2.1148,3.183,3.183,4.9054,5.9736,-6.2333,,,,,,103619600,0.176164,0.248277,71100000,1.7,71100000,1.7,71073000,1.7,0.01,0.01,0.02,0.01,,-0.13,-0.19,-0.09,-0.37,,0,0.427784993,49.48737213,11.13552873,8.681145748,2.732050808,1.043422722,83.64329705
1031,1094,Michael Morhaime,ATVI,Communication Services,Q4,2011,2/9/2012 21:10,1.166,728,34,2,3,2.5,1.773426362,1.639865333,1.534976488,1.660476052,1.503209077,0.781119944,0.599983466,0.359715465,0.019907014,0.73755893,11/7/2012 20:20,271,-0.024148852,-0.008709422,0.005938242,-0.029295329,NA,1082554470,0.227667,0,14.1308,-673000000,1755554470,-2445529.7,0,1331000000,435000000,1766000000,72000000,-3525000000,0,0,0,0,-3525000000,0,NA,NA,13222500109,13222500109,NA,NA,2.7808,12.1866,0.014425,0.082057,NA,2.7808,7.4873,9.9343,12.2142,13.8892,7.5318,NA,NA,NA,NA,NA,-0.30814,NA,-1,-0.004397,0.909189,0.438919,0.267805,9.333333,0.095238,0.117371,-0.798857,NA,0.62734,0.371399,0.279285,0.279916,0.228181,0.37266,0.095899,0.132282,0.348055,0.815177,1,0.184823,0.4854,NA,NA,NA,NA,0,0,0,0,-0.3417,1.2913,1.2913,NA,NA,3.217101,-0.007268,3.224368,-0.054074,0.104856,5.217101,0.135872,0.110759,NA,NA,0.178802,0.81659,13.222222,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1102933884,0.231952,0.279916,1148000000,0.93,1156000000,0.92,1166700000,0.93,0.03,,,0.04,0.03,0,,,-0.2,0.04,0,0.501996016,15.58845727,3.741657387,8.874007874,2.732050808,1.013653782,68.78823863
1032,1095,Michael Morhaime,ATVI,Communication Services,Q3,2012,11/7/2012 20:20,1.18,1520,57,2,4,2.6,1.801963968,1.658363259,1.556411637,1.705314371,1.510776163,0.952523098,0.742124117,0.54820809,0.176757079,0.77937178,5/8/2013 16:30,181,-0.043478261,-0.070869565,-0.062608696,0,-0.059045,894000000,0.198932,7500000000,1.1984,7500000000,-6606000000,0,-3383000000,998000000,399000000,1397000000,71000000,-217000000,3147000000,3147000000,0,0,-3383000000,10883000000,9.7693,2.7855,11828949313,8445949313,1.0869,3.8121,2.6322,13.2315,0.016952,0.075577,1.1261,1.8794,6.0458,8.4629,9.4474,6.9286,NA,0.51027,0.078919,0.046984,7.514286,-0.083333,0.430751,-1.756885,NA,0.019741,0.043316,0.069668,0.097952,0.095588,0.1,0.068361,-0.032065,0.019714,0.617713,0.310859,0.220739,0.222074,0.198932,0.382287,0.11927,0.138407,0.396974,0.90121,0.993988,0.09879,0.7099,NA,NA,NA,NA,0,0,0,0,-0.3109,1.1634,1.1564,0,0,0.2384,0,0.2384,-0.074107,0.164293,-1.7616,0.157649,0.141221,0,0.164293,0.228188,0.768456,17.169014,0,0,0,0,0,1,0,0,0,0,0,0,5.0753,NA,NA,NA,NA,NA,NA,NA,3.0238,2.292,-0.048287,0.700267,0.700267,894000000,0.198932,0.220739,1109000000,0.79,1114000000,0.77,1130000000,0.79,0.01,,0.03,-0.01,,0.01,,-0.01,0.15,,0,0.442718872,16.64331698,3.872983346,9.774964387,3,1.024930917,89.02963283
1033,1096,Michael Morhaime,ATVI,Communication Services,Q1,2013,5/8/2013 16:30,1.145,833,34,2,2,2.333333333,1.815892669,1.639246078,1.534131036,1.687598366,1.506649759,0.982401985,0.594845414,0.352653731,0.0848095,0.757058981,8/1/2013 20:20,85,0.007703081,0.043417367,-0.028011204,0.051120448,0.118356,1214628180,0.242538,6908000000,0.7205,-85000000,1299628180,-6371820,-4627000000,1533000000,382000000,1915000000,81000000,-714000000,3904000000,3904000000,0,0,-4627000000,11535000000,10.2991,3.3616,15571362341,10944362341,1.3499,4.1358,3.1093,12.753,0.026613,0.078413,1.5843,2.1854,5.7151,7.1392,9.0105,7.2145,8.4211,0.224425,0.309137,0.259534,0.263975,0.301205,0.562307,1.215575,-0.012155,0.031301,0.072228,0.05144,0.062217,0.062663,0.069307,0.127881,1.224441,-0.00375,0.657748,0.382388,0.304513,0.30611,0.24381,0.342252,0.109425,0.122804,0.353235,0.796477,1,0.203523,0.3822,29.4588,5.4499,34.899,9.3406,12.3902,66.9735,39.0767,40.2869,-0.3687,1.1901,1.1901,0,0,0.174754,0.001569,0.173185,-0.06386,0.110894,0.186983,0.116992,0.093181,0,0.110894,0.167076,0.211302,18.728395,0,0,0,0,0,1,0,0,0,0,0,0,5.5584,NA,NA,NA,NA,NA,NA,NA,3.0558,2.5566,-0.142572,0.779553,0.779553,1214628180,0.242538,0.30611,1113000000,1.07,1120000000,1.08,1140000000,1.07,-0.03,,-0.01,-0.03,-0.03,-0.25,,-0.18,-0.08,0.05,0,0.354964787,21.58703314,4.898979486,9.124038405,2.414213562,1.010100135,81.18379113
1034,1097,Michael Morhaime,ATVI,Communication Services,Q2,2013,8/1/2013 20:20,1.148,895,47,1,inf,3,1.840547509,1.629038601,1.518609311,1.702027186,1.484741266,0.998001041,0.508446771,0.233918579,0.156132326,0.621046417,2/6/2014 23:08,189,0.00780379,-0.024526198,-0.054069119,-0.059085842,0.130701,1355294118,0.271984,7380000000,0.6763,25000000,1330294118,-4705882.4,-4555000000,1734000000,354000000,2088000000,83000000,-110000000,4436000000,4436000000,0,0,-4555000000,11935000000,10.5901,3.819,15335307114,10780307114,1.2849,3.563,3.0775,11.276,0.027191,0.088684,1.4607,2.1634,5.163,6.217,7.9542,7.0276,8.1037,0.559373,0.858521,0.664483,0.666667,0.714286,0.344435,1.207834,0.003399,-0.004992,0.090339,0.131115,0.11581,0.113841,0.111111,0.011206,0.023596,0.068327,0.674493,0.419025,0.346779,0.347983,0.272928,0.325507,0.09111,0.119005,0.327714,0.784314,1,0.215686,0.3881,28.9709,4.4869,35.4662,10.7417,12.5988,81.3486,33.9797,59.9678,-0.3451,1.1414,1.1414,0,0,0.183956,0.001212,0.182744,-0.063062,0.120894,0.180562,0.135047,0.105919,0,0.120894,0.158824,0.158824,18.481928,0,0,0,0,0,1,0,0,0,0,0,0,7.6854,NA,NA,NA,NA,NA,NA,NA,4.7184,3.9086,-0.022075,0.890227,0.890227,1355294118,0.271984,0.347983,1118000000,1.19,1127000000,1.2,1157100000,1.19,-0.01,,-0.06,-0.06,-0.02,0.58,,0.96,0.91,0.26,0,0.357770876,22.64950331,4.69041576,10.69535971,3,1.020293004,96.66393769
1036,1099,John A. Hayes,BLL,Materials,Q4,2011,1/26/2012 14:30,1.124,2500,121,9,0.5,1.666666667,1.808859898,1.649251675,1.555329416,1.701079233,1.508358326,0.970340248,0.675284041,0.538590394,0.150491737,0.766442858,4/26/2012 17:00,91,-0.001013171,0.005572442,0.006079027,0.086119554,0.13118,581568126.7,0.067382,4356300000,1.9899,37900000,543668126.7,115268126.7,2978300000,836900000,301100000,1138000000,443800000,747400000,913200000,465800000,3144100000,2696700000,2978300000,4522100000,7.2312,-6.0976,5653554315,8790754315,4.6375,NA,0.655,12.7332,0.00835,0.078535,2.0179,1.0185,7.7247,10.5039,15.1156,9.269,16.1693,0.104747,0.094559,0.071153,-0.015622,0.031373,0.840839,4.196856,0.008776,0.006589,-0.009574,-0.019449,-0.04441,-0.0257,-0.060714,0.621751,NA,-0.098933,0.179553,0.131852,0.096966,0.096966,0.054027,0.820447,0.04419,0,0.082587,0.706729,0.788386,0.305092,1.2146,9.8073,6.5676,4.0441,9.1512,37.2172,55.5757,39.8855,52.9075,1.8572,4.6811,3.6905,1.957,2.2816,0.134084,0.040885,0.093198,0.173087,0.30717,0.125346,0.117771,0.065619,0.098482,0.27692,0.098006,1.198585,2.136999,0.098936,0.596338,0.695274,0,0.035139,0.269587,2.7628,2.6171,2.3697,5.4062,5.1212,4.6369,2.8354,4.7256,3.2838,2.2196,0.7779,5.3552,2.8492,3.0698,1.251,0.5798,0.086596,0.105806,0.053969,602623825.4,0.069822,0.076446,330550000,1.35,337180000,1.32,330200000,1.35,0.01,,0.01,0,0.01,-0.01,,-0.38,-0.07,-0.06,0,0.372827038,53.95368384,11.26942767,12.83215957,3,1.037086533,110.9647802
1037,1100,John A. Hayes,BLL,Materials,Q1,2012,4/26/2012 17:00,1.113,2853,163,4,0.333333333,1.5,1.816751612,1.634933824,1.531532967,1.672354116,1.504776478,0.983537609,0.558659179,0.33127775,0.039468431,0.746540438,7/26/2012 16:20,90,-0.000239292,-0.008135918,-0.015314669,-0.017707586,0.076222,588972614,0.067992,4870800000,1.754,-135700000,724672614,127772614,3522100000,824900000,296500000,1121400000,424800000,1095900000,1202700000,704300000,3628900000,3130500000,3522100000,4977600000,7.5275,-6.9523,6359170174,10044170174,5.3628,NA,0.7341,14.4199,0.007679,0.069349,2.0621,1.1595,8.9568,12.1762,17.0537,12.485,13.8603,0.017235,-0.001332,0.03291,-0.063553,-0.014085,0.128648,NA,-0.027105,0.00365,-0.014587,-0.014339,0.012732,-0.010937,0.064639,-0.151729,0.332932,0.118105,0.175956,0.129456,0.095228,0.095228,0.053242,0.824044,0.044052,0,0.080728,0.72756,0.768457,0.286007,1.1292,7.9442,6.0233,3.8735,8.4646,45.9452,60.5981,43.1207,63.4226,2.2588,5.0618,3.8898,2.3211,2.6907,0.119258,0.037326,0.081932,0.185064,0.304322,0.146735,0.107532,0.060121,0.104685,0.272464,0.107546,1.321119,1.893832,0.100129,0.628918,0.729046,0,0.032727,0.238227,3.236,3.1408,2.7916,6.1614,5.9801,5.3152,2.8435,4.3188,3.0836,2.0948,0.8595,4.212,1.988,3.7941,1.3886,0.6665,0.126512,0.138841,0.081305,604109260.1,0.069739,0.073178,315060000,1.4,315060000,1.4,315060000,1.4,0.05,,0.05,0.07,0,0,,0.05,0.05,-0.22,0,0.382099463,63.27716808,13.92838828,14.22875656,2,1.029554929,118.7301353
1039,1102,John A. Hayes,BLL,Materials,Q3,2012,10/25/2012 16:30,1.126,2863,144,5,1.75,2.272727273,1.818769955,1.650174674,1.574108631,1.712188008,1.519622027,0.985961798,0.68237163,0.697672934,0.225156694,0.82303503,1/31/2013 15:20,97,0.005637773,0.015034062,0.051209772,0.090909091,0.011523,573632042.2,0.066138,4622700000,1.8342,-211900000,785532042.2,132832042.2,3152600000,798400000,289100000,1087500000,326900000,960700000,1141900000,740200000,3333800000,2932100000,3152600000,4803900000,8.4516,-6.1906,6148225991,9472725991,4.736,NA,0.7089,14.6247,0.009244,0.068377,2.0492,1.0922,8.7106,11.8646,16.5136,10.5758,12.059,-0.053525,-0.064558,-0.05745,-0.07898,-0.021429,0.531635,NA,-0.04383,0.002798,-0.008931,-0.01237,-0.028246,-0.038814,-0.024911,0.039216,-0.193587,-0.01237,0.175921,0.125386,0.092054,0.092054,0.050823,0.824079,0.04424,0,0.083868,0.726553,0.759895,0.281523,1.1516,7.4966,6.8475,3.887,8.4931,48.6887,53.3043,42.9759,59.0171,2.1129,4.9578,3.7674,1.9945,2.2677,0.12131,0.041386,0.079924,0.168871,0.290181,0.166122,0.106012,0.05853,0.109345,0.258452,0.130898,1.142241,2.739982,0.08362,0.610358,0.693978,0,0.035783,0.270239,3.0656,2.8989,2.6962,5.8117,5.4959,5.1115,2.8863,4.1648,2.9923,2.4596,1.2871,4.6724,2.9671,4.0977,1.4045,0.7582,0.110766,0.131658,0.085343,612860886.8,0.070661,0.069951,307208000,1.37,307208000,1.37,307208000,1.37,0.03,,0.02,0.01,0.01,0.18,,0.28,0.21,0.16,0,0.409878031,54.05552701,12.16552506,9.660254038,3.645751311,1.028368651,75.4983883
1040,1103,John A. Hayes,BLL,Materials,Q4,2012,1/31/2013 15:20,1.165,3036,137,5,1,2,1.820802585,1.627165531,1.555509478,1.678119371,1.510215335,0.988085727,0.492426563,0.54019233,0.05349544,0.776409919,4/25/2013 16:30,84,0.019454383,0.010957066,0.028846154,0.057021467,0.012142,561950470.1,0.064328,4421000000,1.9905,64700000,497250470.1,142650470.1,3131000000,790500000,282900000,1073400000,305000000,699300000,873400000,653600000,3305100000,3085300000,3131000000,4595100000,7.0507,-7.8743,6707409969,10013809969,6.0178,NA,0.7678,16.9251,0.009427,0.059084,2.2651,1.1463,9.3291,12.6677,17.8197,11.7368,20.1384,-0.056766,-0.055443,-0.033732,-0.100793,-0.04943,-0.10038,-0.085379,0.014852,0.007206,-0.012966,-0.009895,-0.020364,-0.048775,-0.087591,-0.047449,-0.366989,-0.043633,0.178772,0.122875,0.090491,0.090491,0.047998,0.821228,0.044129,0,0.088281,0.703996,0.753447,0.28912,1.1812,9.4927,6.7778,3.8852,7.9969,38.4504,53.852,45.6428,46.6596,2.2898,5.5441,4.1772,2.3917,2.5621,0.128046,0.046699,0.081347,0.186272,0.314318,0.113304,0.106884,0.056694,0.1253,0.274934,0.147389,1.452421,2.797377,0.047834,0.671433,0.719266,0,0.038171,0.242563,3.0791,2.9169,2.8743,5.8815,5.5717,5.4903,2.9307,4.0559,2.8833,2.491,1.3184,4.3776,2.8127,2.5513,1.3877,0.655,0.080051,0.099981,0.074819,635028912,0.072694,0.06818,309296000,1.28,316168000,1.25,309600000,1.28,-0.01,,-0.01,-0.01,,0.4,,0.27,0.38,,0,0.352136337,58.93216439,12.489996,8.483314774,3,1.021328321,67.55368352
